#Denominazione_Iniziativa,Denominazione_Lotto,Identificativo_Lotto,Tipo_Strumento,Prodotto,Codice_CPV,Descrizione_CPV,Tipo_Prodotto,Categoria_Merceologica,Descrizione_Dettaglio,Principale_Accessorio,Articolo_Disponibile_Mese_Corrente,Articolo_Disponibile_Anno_Solare
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE DI ATTREZZATURE INFORMATICHE","50312600-1","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURE PER TECNOLOGIA DELL'INFORMAZIONE","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi di intervento sul cablaggio - Acquisti successivi","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","< Richiesta di assessment","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","> Servizi per PDL","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","> Servizi per apparati di sicurezza","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","> Servizi per centrali telefoniche","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","> Servizi per reti locali","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","> Servizi per server","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Assessment (oneri per mancato ordinativo)","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Sconto servizi di gestione multiambito","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi per PDL - Acquisti successivi","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi per PDL - IMAC","Secondario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi per PDL - IMAC - Acquisti successivi","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi per apparati di sicurezza - Acquisti successivi","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi per centrali telefoniche - Acquisti successivi","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi per reti locali - Acquisti successivi","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi per server - Acquisti successivi","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI PRESIDIO NETWORKING E TELEFONIA","72253000-3","SERVIZI DI ASSISTENZA INFORMATICA E DI SUPPORTO","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi di presidio","Secondario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","GESTIONE, MANUTENZIONE E SERVICE DESK NEGLI AMBITI CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO LOCALE (PAL) ? TOSCANA, UMBRIA, MARCHE, LAZIO, SARDEGNA","65297529CE","Convenzione","SERVIZI DI PRESIDIO NETWORKING E TELEFONIA","72253000-3","SERVIZI DI ASSISTENZA INFORMATICA E DI SUPPORTO","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi di presidio - Acquisti successivi","Primario","N","N"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","CALL CENTER","79512000-6","CENTRO DI RACCOLTA DELLE CHIAMATE","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Service Desk","Secondario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","CALL CENTER","79512000-6","CENTRO DI RACCOLTA DELLE CHIAMATE","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Service Desk - Acquisti successivi","Primario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione PDL","Secondario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione PDL - Acquisti successivi","Primario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione apparati di sicurezza","Secondario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione apparati di sicurezza - Acquisti successivi","Primario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione centrali telefoniche","Secondario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione centrali telefoniche - Acquisti successivi","Primario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione reti locali","Secondario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione reti locali - Acquisti successivi","Primario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione server","Secondario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","50312000-5","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURA INFORMATICA","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Manutenzione server - Acquisti successivi","Primario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","SERVIZI DI GESTIONE DI ATTREZZATURE INFORMATICHE","50312600-1","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURE PER TECNOLOGIA DELL'INFORMAZIONE","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi di intervento sul cablaggio","Secondario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","SERVIZI DI GESTIONE DI ATTREZZATURE INFORMATICHE","50312600-1","MANUTENZIONE E RIPARAZIONE DI ATTREZZATURE PER TECNOLOGIA DELL'INFORMAZIONE","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","Servizi di intervento sul cablaggio - Acquisti successivi","Primario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","< Richiesta di assessment","Primario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","> Servizi per PDL","Primario","S","S"
"SERVIZI DI GESTIONE E MANUTENZIONE DI SISTEMI IP E PDL 1 ","SERVIZI DI GESTIONE, MANUTENZIONE E SERVICE DESK NEI SEGUENTI AMBITI: CENTRALI TELEFONICHE, APPARATI DI RETI LOCALI, POSTAZIONI DI LAVORO, SERVER, SISTEMI DI SICUREZZA, SISTEMI DI CABLAGGIO PER LE PUBBLICHE AMMINISTRAZIONI ED ENTI ARTICOLATI A LIVELLO CENTRALE (PAC) ","652972752E","Convenzione","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","Servizio","Informatica, Elettronica,Telecomunicazioni e macchine per l'ufficio","> Servizi per apparati di sicurezza","Primario","S","S"
