cod_amm	prg_srv_amm	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
icsnd	1	fatturazione	ricezione fatture elettroniche	070932030	ftp://89.97.132.228	caic896003@pec.istruzione.it	pec
icsp_063	1	ALBOPRETORIO	ALBO ONLINE		https://www.portaleargo.it/albopretorioPF3/frontend/atti.xhtml?codcli=SC27569	NAIC8ES00N@ISTRUZIONE.IT	altro
icssc	1	ISTITUTO COMPRENSIVO SANTO STEFANO DI CAMASTRA	ISTITUTI DI ISTRUZIONE STATALE DI OGNI ORDINE E GRADO	0921331210	www.icsantostefanodicamastra.it	MEIC856004@ISTRUZIONE.IT	altro
icsvlp	1	ISTITUTO COMPRENSIVO	ISTITUTO COMPRENSIVO STATALE VIALE LEGNANO PARABIAGO	0331551714	https://www.smsparabiago.it	MIIC8FG00T@istruzione.it	altro
ics_016	1	I.C. I MILLE	ISTITUTO COMPRENSIVO INFANZIA - PRIMARIA - SECONDARIA DI PRIMO GRADO	035261251	https://www.icimille.edu.it/	bgic8af00a@istruzione.it	altro
ics_069	1	EZIO	GRASSI	0818141822	WWW.ISTITUTOCOMPRENSIVOLUSCIANO.EDU.IT	CEIC897009@ISTRUZIONE.IT	altro
ics_61	1	FATTURE ELETTRONICHE	CERTIFICAZIONE CREDITI	0818919480	www.istitutocomprensivosuccivo.gov.it	CEIC8AA00D@istruzione.it	altro
ictg_015	1	ISTITUTO COMPRENSIVO TOMMASO GROSSI	ISTITUZIONE SCOLASTICA	0293900447			altro
icv_015	1	Istituto Comprensivo Tiziano Terzani	scuola infanzia, primaria, secondaria di I grado	029420936	http://www.icvialegnanoabbiategrasso.gov.it	MIIC8E7007@ISTRUZIONE.IT	altro
ic_016	1	Marilena	Gritti	035562193	http://www.iccarducci.gov.it/	bgic8ac00v@istruzione.it	altro
idism	1	ISTITUTO D'ISTRUZIONE SUPERIORE 	MARCONI-LUSSU	0709339098	www.iismarconilussu.gov.it	cais024009@pec.istruzione.it	pec
idis_072	1	Registro elettronico	Accesso alle famiglie ai voti dei propri figli		https://www.portaleargo.it/argoweb/famiglia/common/login_form2.jsp		altro
idm_050	1	Archivio - Istituto Domus Mazziniana	Autografi mazziniani e materiali riguardanti alcuni dei principali protagonisti del Risorgimento e del movimento mazziniano nei decenni post-unitari	05024174	http://www.domusmazziniana.it/archivio/	info@domusmazziniana.it	altro
idm_050	2	BiBlioteca - Istituto Domus Mazziniana	La Biblioteca raccoglie circa 40.000 volumi dedicati alla storia del risorgimento e dell'Italia liberale	05024174	http://www.domusmazziniana.it/biblioteca/	info@domusmazziniana.it	altro
idm_050	3	Museo - Istituto Domus Mazziniana	Esposizione museale di cimeli risorgimentali e della vita di Giuseppe Mazzini	05024174	http://www.domusmazziniana.it/museo/	info@domusmazziniana.it	altro
iicsni	1	IV ISTITUTO COMPRENSIVO DI NOCERA INFERIORE	IV ISTITUTO COMPRENSIVO DI NOCERA INFERIORE	081925196	http://www.quartoicnocerainferiore.edu.it/	saic8bv00q@istruzione.it	altro
iiils	1	Alfredo Alessandra	Istituto Incremento Ippico per la Sicilia	095451925	www.cavallisicilia.it	istitutoincrementoipppicosicilia@pec.it	pec
iilainf	1	Asilo nido Regina Margherita	servizio di asilo nido	064462381	www.asilonidoreginamargherita.it	nido@ipabirai.it	altro
iisap	1	Istituto Istruzione Superiore Antonio Pacinotti - Scafati	sito istituzione scolastica	0818507590	www.itipacinotti.gov.it	sais07600@pec.istruzione.it	pec
iisbm	1	ISTITUTO SUPERIORE BONOMI MAZZOLARI	ISTITUTO SUPERIORE BONOMI MAZZOLARI	0376323498	www.isboma.gov.it	mnis014002@istruzione.it	altro
iisb_052	1	SITO INTERNET	SITO INTERNET	0577332477	http://www.iisricasoli.edu.it/	SIIS00900Q@ISTRUZIONE.IT	altro
iisel	1	CERTIFICAZIONE CREDITI	UTILIZZO PIATTAFORMA CERTIFICAZIONE CREDITI	059352606	www.istitutoselmi.gov.it	MOIS02100T@ISTRUZIONE.IT	altro
iisgo_11	1	Registro elettronico	Registro elettronico	0802469361	http://217.59.208.90/scuola/index.html	BAIS05700Q@istruzione.it	altro
iismb	1	ISTITUTO D'ISTRUZIONE SUPERIORE ENZO ANSELMO FERRARI	SCUOLA	0392003476	www.ipsiamonza.it	MBIS10400L@ISTRUZIONE.IT	altro
iismp	1	WEB	Portale web comunicazione	0434241885	https://isismattiussipertini.edu.it	PNIS01200E@ISTRUZIONE.IT	altro
iism_063	1	UFFICIO FATTURE	Fatture elettroniche	0815431819	www.ipiadimiano.gov.it	nais12900n@pec.istruzione.it	pec
iism_085	1	ISTITUTO DI ISTRUZIONE SUPERIORE GIOVAN BATTISTA HODIERNA	ISTITUTO DI ISTRUZIONE SUPERIORE GIOVAN BATTISTA HODIERNA	0934951415	http://www.iishodierna.edu.it	clis016002@istruzione.it	altro
iisop	1	Fatturazione elettronica	Ricezione fatture elettroniche	0999746312		tais04100v@pec.istruzione.it	pec
iisvrd	1	iSTITUTO DI ISTRUZIONE SUPERIORE VIA ROMA 298	SCUOLA	06121123875	http://www.liceoguidonia.it/	rmis10600x@istruzione.it	altro
inail	1	carta dei servizi	 sintesi dei compiti istituzionali dell'INAIL e dei diritti degli utenti derivanti dall'assicurazione contro gli infortuni sul lavoro		http://www.inail.it/pubblicazionieriviste/tuttititoli/guide/cartadeiservizi.htm		altro
inail	2	Punto Cliente	 sede telematica INAIL per la consultazione dei dati anagrafici e contabili, denuncia di infortunio, DNA e dichiarazione salari		http://servizi.inail.it	puntocliente@inail.it	altro
inail	3	call center	 servizio di assistenza telefonica	803888			altro
inail	4	sportello unico INAIL-INPS	 servizio di assistenza telefonica	803164			altro
inail	5	pagoPA	Sistema dei pagamenti elettronici verso la Pubblica Amministrazione	803164	http://pagopa.inail.it		altro
ipabsmai	1	SCUOLA MATERNA PARITARIA	SERVIZIO DI SCUOLA MATERNA PARITARIA		.	asilo@asilorecoaro.it	altro
ipasv_co	1	Ordine delle Professioni Infermieristiche Como	Contatti: numero di telefono del collegio e casella P.E.O. (Posta Elettronica Ordinaria)	031300218	http://www.opicomo.it	info@opicomo.it	altro
irccs_bg	1	Pagamenti Online	Servizio per pagamenti online di prestazioni sanitarie		pagamenti.sanita.fvg.it		altro
irccs_ls	1	Prenotazioni e Pagamenti	Servizio regionale per il pagamento delle prestazioni sanitarie prenotate		https://pagaonline.regione.lazio.it/pagaonline/		altro
irccs_ls	2	Referti on-line	Portale per il ritiro dei referti di laboratorio e di radiologia		http://www.inmi.it/referti-online		altro
isagal	1	SERVIZIO 1	UFFICIO PROTOCOLLO	081925056	WWW.ISGALIZIA.EDU.IT	SAIS073009@PEC.ISTRUZIONE.IT	pec
isalt	1	IPAB SS. Annunziata	IPAB SS. Annunziata	0771460064	www.ipabsantissimaannunziata.it	ipab.ssannunziata@workpec.it	pec
isbb	1	ISTITUTO SUPERIORE BORTOLO BELOTTI	ISTRUZIONE SECONDARIA SECONDO GRADO	035313035	https://www.isbelotti.edu.it	BGIS039007@PEC.ISTRUZIONE.IT	pec
iscomdue	1	ISTITUTO COMPRENSIVO 2	ISTITUTO COMPRENSIVO 2	0141399562	http://www.ic2asti.it/	atic817001@istruzione.it	altro
isc_063	1	CORCIONE  MARIA NEVE	DSGA	3318491849	WWW.ITCGCESRO.IT	MARIACORCIONE_4@HOTMAIL.COM	altro
isime	1	Biblioteca	biblioteca pubblica	0668802075	http://www.isime.it/index.php/biblioteca	biblioteca@isime.it	altro
isisf	1	FATTURAZIONE ELETTRONICA	FATTURA WEB	08251643323		avis028006@pec.istruzione.it	pec
isissns	1	NICOLA STEFANELLI	ISTITUTO SUPERIORE ISTRUZIONE SECONDARIA STATALE	0823970608	WWW.ISISSTEFANELLI.EDU.IT	CEIS04100D@ISTRUZIONE.IT	altro
islasleu	1	Fatturazione Elettronica	Fatturazione Elettronica	0823304917	ftp://89.97.132.228	ceis042009@pec.istruzione.it	pec
isral	1	Servizio_1	Segreteria e protocollo	0131443861	www.isral.it	segreteria@isral.it	altro
isral	2	Servizio_2	Archivio e Biblioteca	0131443861	www.isral.it	biblioteca@isral.it	altro
isral	3	Servizio_3	Ragioneria	0131443861	www.isral.it	ragioneria@isral.it	altro
isral	4	Servizio_4	Didattica	0131443861	www.isral.it	didattica@isral.it	altro
issco	1	REGISTRO ELETTRONICO	REGISTRO DELL'ANDAMENTO SCOLASTICO DEGLI ALUNNI		https://www.portaleargo.it/argoweb/scuolanext/common/login_form.jsp#		altro
istcomto	1	Segreteria	Istituto Comprensivo Ilaria Alpi di Torino	0112481916	www.icilariaalpitorino.gov.it	TOIC8BD00X@istruzione.it	altro
istfpv	1	Uff_eFatturaPA	FATTURAZIONE ELETTRONICA		WWW.LICEOTARAMELLI.GOV.IT	PVIS01100Q@ISTRUZIONE.IT	altro
istsc_agic85300c	1	Albo pretorio On Line	Albo pubblico ufficiale dell'Istituto Comprensivo	0922956081	https://www.icnaro.edu.it/index.php/atti-in-corso-di-pubblicazione	agic85300c@pec.istruzione.it	pec
istsc_agic85300c	2	Registro elettronico	I genitori possono visionare on line le schede di valutazione e i voti riportati nelle discipline durante l'anno scolastico	0922956081	https://www.portaleargo.it/argoweb/famiglia/common/login_form2.jsp	agic85300c@istruzione.it	altro
istsc_agic85300c	3	Iscrizione On LIne	Le famiglie attraverso un link possono procedere all'iscrizione on line dei figli	0922956081	http://www.istruzione.it/iscrizionionline/	agic85300c@istruzione.it	altro
istsc_agic85300c	4	Amministrazione trasparente	Accesso pubblico per la visione di atti e regolamenti della scuola	0922956081	https://www.icnaro.edu.it/index.php/amministrazione-trasparente	agic85300c@istruzione.it	altro
istsc_agic85300c	5	Circolari/Comunicazioni	Circolari e/o comunicazioni emesse dalla scuola	0922956081	https://www.icnaro.edu.it/index.php/circolari-e-comunicazioni	agic85300c@istruzione.it	altro
istsc_agic855004	1	ISTITUTO COMPRENSIVO RITA LEVI MONTALCINI	ISTRUZIONE	0922651670	http://www.ritalevimontalcini.edu.it/	agic855004@istruzione.it	altro
istsc_agis01700d	1	TEST CENTER AICA	conseguimento della Nuova ECDL nel nostro Istituto	0922983223	http://www.iiss-pirandello-bivona.edu.it/tablet/CORSO%20ECDL.pdf	agis01700d@pec.istruzione.it	pec
istsc_agpm02000q	1	Ufficio Protocollo	Protocollo informatico 	092232516		agpm02000q@pec.istruzione.it	pec
istsc_alic83500d	1	SEGRETERIA	SERVIZI UTENZA E DOCENTI	0131863159		alic83500d@pec.istruzione.it	pec
istsc_apic804003	1	ISTITUTO SCOLASTICO COMPRENSIVO CUPRA MARITTIMA E RIPATRANSONE	PUBBLICA AMMINISTRAZIONE	07459234	www.iccupra-ripatransone.gov.it	APIC804003@PEC.ISTRUZIONE.IT	pec
istsc_apic80800a	1	ISTITUTO SCOLASTICO COMPRENSIVO A. DE CAROLIS DI ACQUAVIVA PICENA E MONSAMPOLO TR.	ISTITUTO COMPRENSIVO SCUOLE INFANZIA PRIMARIA SECONDARIA DI I GRADO	0735764610	www.iscdecarolis.gov.it	apic80800a@istruzione.it	altro
istsc_apic832007	1	ISC DON GIUSSANI MONTICELLI	ISTITUTO COMPRENSIVO SCOLASTICO  Scuola Infanzia Primaria Secondaria I Grado	073645657	WWW.ISCDONGIUSSANI.EDU.IT	apic832007@istruzione.it	altro
istsc_apis004007	1	ISTITUTO DI ISTRUZIONE SUPERIORE OMNICOMPRENSIVO	IIS OMNICOMPRENSIVO DI AMANDOLA	0736848885	http://www.iis-amandola.gov.it/	apis004007@istruzione.it	altro
istsc_aris00800q	1	ISIS VALDARNO	ISTITUTO  D' ISTRUZIONE SUPERIORE	0559122009	TOSCANA	ARIS00800Q@ISTRUZIONE.IT	altro
istsc_aris013007	1	SERVIZIO1	SCUOLA - REGISTRO ELETTRONICO	057535911	http://www.buonarroti-fossombroni.it/registro-elettronico-2/	ARIS013007@ISTRUZIONE.IT	altro
istsc_aris013007	2	SERVIZIO2	SCUOLA: AMMINISTRAZIONE TRASPARENTE	057535911	http://trasparenza-pa.net/?codcli=SG20941	ARIS013007@ISTRUZIONE.IT	altro
istsc_arpm03000b	1	Registro elettronico	Registro elettronico accessibile famiglie studenti	057520218	https://family.axioscloud.it/Secret/RELogin.aspx	arpm03000b@istruzione.it	altro
istsc_avic81000r	1	AOO_SCUOLA	AOO_SCUOLA	0825984062		AVIC81000R@PEC.ISTRUZIONE.IT	pec
istsc_avis01300c	1	AVIS01300C	IISS GROTTAMINARDA	08251643544	www.iisgrottaminarda.it	avis013@istruzione.it	altro
istsc_avtd03000b	1	ISTITUTO TECNICO ECONOMICO LUIGI AMABILE	SCUOLA PUBBLICA	08251643261	http://www.iteamabile.edu.it/	AVTD03000B@ISTRUZIONE.IT	altro
istsc_avvc01000e	1	SITO ISTITUZIONALE	sito web		http://www.convittocolletta.gov.it/	avvc01000e@istruzione.it	altro
istsc_baee063001	1	V Circolo Didattico Statale G. Modugno - Barletta (BT)	Scuola Primaria Statale	0883520181	www.vcircolo-barletta.gov.it	baee063001@istruzione.it	altro
istsc_baee070004	1	Assistenza	Assistenza telefonica o via e-mail.	0803955752	www.terzocircolobisceglie.gov.it	baee070004@istruzione.it	altro
istsc_baic803007	1	RESPONSABILE TRANSAZIONE DIGITALE	RESPONSABILE ALLA TRANSAZIONE DIGITALE	0805214347	ttp://www.umbertoibari.gov.it/albo_trasparenza/wp-admin/admin.php?page=atti&action=view-atto&id=104&stato_atti=Tutti	baic803007@pec.istruzione.it	pec
istsc_baic867006	1	ISTRUZIONE	ISTRUZIONE SCUOLA INFANZIA - PRIMARIA - SECONDARIA PRIMO GRADO			BAIC867006@ISTRUZIONE.IT	altro
istsc_bais04900r	1	Scuola pubblica	Istituto di Istruzione Secondaria Superiore	0805586702	disavoiacalamandrei.gov.it	bais04900r@istruzione.it	altro
istsc_bapc18000x	1	LICEO CLASSICO CARMINE SYLOS	ISTITUTO DI ISTRUZIONE STATALE SECONDARIA DI 2 GRADO	0803751577	www.liceosylos.gov.it	bapc18000x@istruzione.it	altro
istsc_baps04000q	1	LICEO SCIENTIFICO STATALE - ENRICO FERMI	ISTRUZIONE E FORMAZIONE PUBBLICA	0883661415	https://www.liceofermicanosa.edu.it/	baps04000q@pec.istruzione.it	pec
istsc_bavc010004	1	istruzione	educandato				altro
istsc_bgic80600q	1	Istruzione	Scuola Statale primo ciclo	034621023	www.icclusone.it	bgic80600q@istruzione.it	altro
istsc_bgic83400x	1	bgic83400x	ISTITUTO COMPRENSIVO A. MANZONI DI CAPRIATE SAN GERVASIO	029090759	http://iccapriate.gov.it/	BGIC83400X@ISTRUZIONE.IT	altro
istsc_bgrh020009	1	ALBERGHIERO SONZOGNI	ISTITUTO ALBERGHIERO	035521285	http://www.alberghierosonzogni.it/	BGRH020009@ISTRUZIONE.IT	altro
istsc_biic80600c	1	ISTITUTO COMPRENSIVO CESARE PAVESE CANDELO-SANDIGLIANO	ISTRUZIONE DI PRIMO GRADO	0152493202	www.iccandelo-sandigliano.gov.it	biic80600c@istruzione.it	altro
istsc_biis00600l	1	I.I.S. Eugenio Bona	Istituto Istruzione Superiore Eugenio Bona	01522206	http://www.itcbona.biella.it/	biis00600l@istruzione.it	altro
istsc_bnic848003	1	MARIA CALLISTO	ASSISTENTE AMMINISTRATIVA	0824983012	www.icsfragnito.gov.it	MARIA.CALLISTO@VIRGILIO.IT	altro
istsc_bnic848003	2	CONSIGLIA LEONARDA TUDISCO	ASSISTENTE AMMINISTRATIVA	0824983012	www.icsfragnito.gov.it	consiglialeonarda.tudisco.201@istruzione.it	altro
istsc_bnic855006	1	www.icalpimontesarchio.gov.it	Sito dell'Istituzione Scolastica	0824834094	http://www.icalpimontesarchio.gov.it/	bnic855006@pec.istruzione.it	pec
istsc_boic81800x	1	ACCESSIBILITA	accessibilita.agid.gov.it/obiettivi-accessibilita/2017/istituto-comprensivo-ic-n7-scandellara/64534		accessibilita.agid.gov.it/obiettivi-accessibilita/2017/istituto-comprensivo-ic-n7-scandellara/64534	BOIC81800X@ISTRUZIONE.IT	altro
istsc_boic824007	1	ISTITUTO COMPRENSIVO DI CASTIGLIONE-CAMUGNANO-SAN BENEDETTO	ISTITUTO COMPRENSIVO DI CASTIGLIONE -CAMUGNANO-SAN BENEDETTO	053491120	https://www.iccast.org/	boic824007@istruzione.it	altro
istsc_bois017008	1	ISTITUTO D'ISTRUZIONE SUPERIORE	ISTITUTO D'ISTRUZIONE SUPERIORE	051454510	http://www.istitutomattei.bo.it/	bois017008@istruzione.it	altro
istsc_bopc030001	1	Registro elettronico	Possibilita' per genitori e studenti di accedere tramite account personale ai dati relativi ai propri voti, assenze, pagelle, programmi svolti e circolari.		https://web.spaggiari.eu/home/app/default/login.php?custcode=BOLG0002	bopc030001@istruzione.it	altro
istsc_bric80000t	1	GIOVANNI XXIII	ISTITUTO COMPRENSIVO	0831966070	Icg23sanmichele.it	BRIC80000T@ISTRUZIONE.IT	altro
istsc_bric83000n	1	SERVIZIO 1	SERVIZIO ISTRUZIONE PUBBLICA	0831725179	www.iclatiano.edu.it	bric83000n@pec.istruzione.it	pec
istsc_bric83000n	2	SERVIZIO 1	REGISTRO ELETTRONICO	0831725179	http://www.i.c.latiano.edu.it	bric83000n@istruzione.it	altro
istsc_bris006001	1	SERVIZIO1	PROTOCOLLO	0831377890	www.istitutoagostinelli.it	bris006001@istruzione.it	altro
istsc_bsic802001	1	ISTITUTO COMPRENSIVO STATALE	SCUOLE DELL'INFANZIA, PRIMARIA E SECONDARIA DI 1 GRADO	036491006	http://www.icpontedilegno.gov.it	BSIC802001@PEC.ISTRUZIONE.IT	pec
istsc_bsic830005	1	GIORGIO	TORTELLI		www.icspoloovest.edu.it	presidenzafortuny@istitutofortuny.gov.it	altro
istsc_bsic89200c	1	Istituto Comprensivo Travagliato	Istruzione	030660242	www.ictravagliato.gov.it	bsic89200c@istruzione.it	altro
istsc_bsis00600c	1	ISTITUTO STATALE SECONDO GRADO CARLO BERETTA GARDONE VAL TROMPIA	SERVIZIO DI ISTRUZIONE SCOLASTICA di secondo grado	0308912336	www.iiscberetta.edu.it	BSIS00600C@ISTRUZIONE.IT	altro
istsc_bstd15000l	1	I.T.C.S. ABBA-BALLINI BRESCIA	ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE	030307332	www.abba-ballini.gov.it	INFO@ABBA-BALLINI.GOV.IT	altro
istsc_caic81800t	1	SEGRETERIA AMMINISTRATIVA	UFFICI AMMINISTRATIVI	0781509043		caic81800t@istruzione.it	altro
istsc_caic83400q	1	PROTOCOLLO	PROTOCOLLO GENERALE	0709930560	www.comprensivoalighierimuravera.gov.it	caic83400q@istruzione.it	altro
istsc_caic874006	1	SERVIZIO 1	PROTOCOLLO	070969005	http://www.ics-uta.gov.it/	caic874006@pec.istruzione.it	pec
istsc_caic87800d	1	ISTITUTO COMPRENSIVO DOLIANOVA	ISTITUTO COMPRENSIVO DOLIANOVA	070743701	http://comprensivodolianova.gov.it/	caic87800d@istruzione.it	altro
istsc_cais009007	1	Albo Pretorio On Line	Albo Pretorio a norma di Legge		https://web.spaggiari.eu/sdg/app/default/albo_pretorio.php?sede_codice=CAII0008&referer=		altro
istsc_cais009007	2	Amministrazione Trasparente	Amministrazione Trasparente		https://web.spaggiari.eu/sdg/app/default/trasparenza.php?sede_codice=CAII0008&referer=		altro
istsc_cais01600a	1	Servizio di Istruzione Superiore Statale Tecnico Economico e Tecnologico	Servizio di Istruzione Superiore Statale Tecnico Economico e Tecnologico	070825626	http://www.itclevi.it/	cais01600a@istruzione.it	altro
istsc_cepm02000v	1	fattura elettronica	FATTURA ELETTRONICA	0815020840	WWW.LICEOJOMMELLI.IT	cepm02000v@pec.istruzione.it	pec
istsc_cetd010003	1	PROTOCOLLO	PROTOCOLLO	0818132821	www.itcgallo.it	cetd010003@istruzione.it	altro
istsc_cnic84300r	1	ISTITUTO COMPRENSIVO ISOARDO-VANZETTI DI CENTALLO	ISTITUTO COMPRENSIVO STATALE	0171214049	http://www.comprensivocentallo.edu.it	CNIC84300R@ISTRUZIONE.IT	altro
istsc_cnis02200x	1	ISTRUZIONE	ISTRUZIONE	0172715514	www.arimondieula.gov.it	CNIS02200X@ISTRUZIONE.IT	altro
istsc_cnis02800v	1	SCUOLA SUPERIORE STATALE VIRGINIO - DONADIO	SCUOLA SUPERIORE STATALE VIRGINIO - DONADIO		istsc_cnis02800v-GFenoglio	CNIS02800V@ISTRUZIONE.IT	altro
istsc_coic80700a	1	ISTITUTO COMPRENSIVO STATALE DI  OLGIATE COMASCO	PUBBLICA ISTRUZIONE SCUOLA INFANZIA PRIMARIA E PRIMO GRADO	031947207	www.icolgiatecomasco.gov.it	coic80700a@istruzione.it	altro
istsc_coic816005	1	I.C. DI ALBAVILLA	I.C. DI ALBAVILLA	031627404	http://www.icalbavilla.gov.it/	COIC816005@ISTRUZIONI.IT	altro
istsc_coic82700g	1	ISTITUTO COMPRENSIVO STATALE DI APPIANO GENTILE	PUBBLICA ISTRUZIONE	031891272	http://www.icappianogentile.gov.it	coic82700g@istruzione.it	altro
istsc_coic83600a	1	Istituto Comprensivo Statale	SCUOLE DELL'INFANZIA, PRIMARIA E SECONDARIA DI 1 GRADO	031928294	www.icsfinomornasco.gov.it	coic83600a@istruzione.it	altro
istsc_coic838002	1	AOOCANTU2	ISTITUTO COMPRENSIVO CANTU' 2	031714378	http://www.scuole-cantu2.it	COIC838002@ISTRUZIONE.IT	altro
istsc_cric809005	1	Formazione e Istruzione	Formazione e Istruzione	0372830417	https://www.icugofoscolo.it/	cric809005@istruzione.it	altro
istsc_crpm02000e	1	sito web	www.liceoanguissola.gov.it	037221757	segreteria	crpm02000e@istruzione.it	altro
istsc_csic88300e	1	DOMICILIO DIGITALE	ACCESSIBNILITA'		https://www.comprensivoacripadula.edu.it/	CSIC88300E@PEC.ISTRUZIONE.IT	pec
istsc_ctee04800c	1	istruzione primaria	scuola primaria	095691220	http://www.brontesecondocircolo.edu.it/	ctee04800c@istruzione.it	altro
istsc_ctic85000a	1	PROTOCOLLO	PROTOCOLLO E SEGRETERIA DIGITALE	095629329	www.icsdonbosco.gov.it	ctici85000a@istruzione.it	altro
istsc_ctic85000a	2	PAGOINRETE	SERVIZIO PAGOINRETE	095629329	www.icsdonbosco.gov.it	ctici85000a@istruzione.it	altro
istsc_ctic858001	1	ISTCOMPR_DEAMICIS	Sito istituzionale	0957413122	http://www.icdeamicistremestieri.gov.it/joomla/it/	ctic858001@istruzione.it	altro
istsc_ctic8aj00q	1	I.C. 	ISTRUZIONE	0933940071	icgalileimazzinigrammichele	ctic8aj00q@pec.istruzione.it	pec
istsc_ctps01000d	1	AGID_AOO	AOO_AGID	0956136062	https://www.liceoarchimede.it/	ctps01000d@pec.istruzione.it	pec
istsc_ctps03000p	1	LICEO SCIENTIFICO STATALE ENRICO FERMI PATERNO'	ISTRUZIONE E FORMAZIONE PUBBLICA	0956136700	http://liceoscientificofermi.gov.it/	ctps03000p@istruzione.it	altro
istsc_ctps06000e	1	PORTALE ARGO	AREA RISERVATA ALLE FAMIGLIE E AGLI STUDENTI PER COMUNICAZIONI-INFORMAZIONI-VOTI-SCRUTINIO		https://www.portaleargo.it/argoweb/famiglia/common/login_form2.jsp		altro
istsc_czic863005	1	I.C. MANZONI-AUGRUSO	ISTITUTO COMPRENSIVO	096823025	https://www.ic-manzoni-augruso.edu.it/	CZIC863005@ISTRUZIONE.IT	altro
istsc_czrh04000q	1	Ufficio Protocollo	Ufficio Protocollo	09675620199		czrh04000Q@istruzione.it	altro
istsc_feic803001	1	SITO ISTITUZIONALE	COLLEGAMENTO AL SITO ISTITUZIONALE - SEZIONE AMMINISTRAZIONE TRASPARENTE		http://www.icdonchendi.gov.it/index.php/amministrazione-trasparente	feic803001@istruzione.it	altro
istsc_feic80900x	1	ISTITUTO COMPRENSIVO - I.C. 'DANTE ALIGHIERI' FERRARA	istituzione scolastica	053464189	www.alighierife.it	feic80900x@pec.istruzione.it	pec
istsc_fgee00800r	1	Iscrizioni on line	Assistenza all'utenza alle iscrizioni alle classi prime	0881633507	http://www.scuolasanpiox.gov.it/	fgee00800r@istruzione.it	altro
istsc_fgee099004	1	ISTRUZIONE	ISTRUZIONE SCUOLA INFANZIA PRIMARIA	0883631144	www.direzionedidatticadonmilani.edu.it	fgee099004@istruzione.it	altro
istsc_fgic827004	1	Albo pretorio	Albo online	0881540039	http://www.scuolaradice.it/albo17/albo	fgic827004@istruzione.it	altro
istsc_fgic848005	1	ISTITUTO COMPRENSIVO STATALE	SAN GIOVANNI BOSCO DE CAROLIS	0882831006	http://www.icsangiovanniboscodecarolis.it	fgic848005@istruzione.it	altro
istsc_fgis00300q	1	ISTRUZIONE	ISTRUZIONE SECONDARIA SUPERIORE	0882646116	http://www.iissfedericosecondo.gov.it/	fgis00300q@istruzione.it	altro
istsc_fiic809007	1	FATTURAZIONE	Fatturazione Elettronica	0571638243	www.icgonnelli.edu.it	fiic809007@pec.istruzione.it	pec
istsc_fiic820002	1	Sito	Scuola web	0555961525	www.comprensivofiesole.gov.it	fiic820002@istruzione.it	altro
istsc_fiis019002	1	ISTITUTO STATALE DI ISTRUZIONE SUPERIORE	ISTRUZIONE PUBBLICA	055704569	http://www.isis-galilei.fi.gov.it/	fiis019002@istruzione.it	altro
istsc_fips030006	1	Sito internet	Sito istituzionale del Liceo Scientifico Leonardo da Vinci di Firenze		http://www.liceodavincifi.gov.it/	fips030006@istruzione.it	altro
istsc_fric80400c	1	ISTITUTO COMPRENSIVO DI GUARCINO	ISTITUTO COMPRENSIVO DI GUARCINO	077546256	WWW.ICGUARCINO.EDU.IT	fric80400c@istruzione.it	altro
istsc_fric83800g	1	Amministrazione Trasparente	Principio della trasparenza	0775434030	https://www.trasparenzascuole.it/Public/AmministrazioneTrasparente.aspx?Customer_ID=c4e75ee5-e380-4f39-b052-130034fb844e	fric83800g@istruzione.it	altro
istsc_fric83800g	2	Albo Pretorio on line	Principio della trasparenza	0775434030	https://www.trasparenzascuole.it/Public/APDPublic.aspx?Customer_ID=c4e75ee5-e380-4f39-b052-130034fb844e&MaxForPage=5	fric83800g@istruzione.it	altro
istsc_fric855009	1	C. T. P. 29 del Lazio	CENTRO TERRITORIALE PERMANENTE N. 29 DEL LAZIO - SEDE DI CASSINO	077621202	ftp://89.97.132.228	frct70200n@istruzione.it	altro
istsc_fric86100l	1	istituto  COMPRENSIVO VEROLI I	ISTITUTO  Comprensivo Veroli I	0775230012	www.icveroliprimo.it	fric86100l@istruzione.it	altro
istsc_fris01800e	1	PATRIZIA CARFAGNA	RESPONSABILE DEL PROCEDIMENTO	0775251511	www.voltafr.gov.it	fris01800e@pec.istruzione.it	pec
istsc_geic816007	1	Registro Elettronico	Gestione elettronica del registro di classe e dei rapporti con le famiglie	010714564	web.spaggiari.eu/home/app/default/login.php?custcode=	geic816007@istruzione.it	altro
istsc_geic816007	2	Sportello Digitale	Sportello Digitale per presentazione istanze on-line (riservato al personale)	010714564	https://sportellodigitale.axioscloud.it/Pages/SD/SD_Login.aspx	geic816007@istruzione.it	altro
istsc_geic816007	3	Gestione MAD	Sistema di acquisizione on line e gestione delle comunicazione di messa a disposizione	010714564	http://www.icpontedecimo.gov.it/	geic816007@istruzione.it	altro
istsc_geic81800v	1	Classe Viva	Registro Elettronico		https://web.spaggiari.eu/home/app/default/login.php?ch=scuola		altro
istsc_geic81800v	2	I&I Net	Sistema di acquisizione e gestione comunicazioni di messa a disposizione (MAD)		www.icroncoscrivia.edu.it		altro
istsc_geic831009	1	Scuola Infanzia PAPA GIOVANNI XXIII	Scuola Infanzia	0108393487	www.icmarassi.gov.it	geic831009@istruzione.it	altro
