cod_ou	cod_amm	prg_srv_ou	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
uff_Economato	c_i667	1	Fabio Sergi	gestione servizi generici	07091519209	www.comune.serrenti.ca.it	programmazione.serrenti@gmail.com	altro
Uff_eFatturaPA	coda_065	1	CONSIGLIO DELL'ORDINE DEGLI AVVOCATI DI NOCERA INFERIORE	ATTIVITA' ORDINE FORENSE		WWW.FORONOCERA.IT	fatturaelettronica.fppa@sicurezzapostale.it	pec
Uff_eFatturaPA	c_f480	1	Fattura Elettronica PA	Servizio Fatturazione Elettronica	0898022216		fatturapa.montecorvinopugliano@pec.it	pec
Uff_eFatturaPA	c_g555	1	AREA  FINANZE E CONTABILITA'	SERVIZI CONTABILI E FINANZIARI	0859730208		responsable.finanziario@pec.comune.pianella.pe.it	pec
Uff_eFatturaPA	oddcd_pz	1	FATTURAZIONE	SERVIZIO FATTURAZIONE ELETTRONICA			ordine.potenza@pec.commercialisti.it	pec
Uff_eFatturaPA	c_b392	1	SERVIZIO I - AFFARI GENERALI	SERVIZIO I - AFFARI GENERALI				altro
Uff_eFatturaPA	c_g555	2	AREA SERVIZI AL CITTADINO	SERVIZI SOCIALI - DEMOGRAFICI -SCOLASTICI - CULTURA E SPORT	0859730252		servizi.sociali@pec.comune.pianella.pe.it	pec
Uff_eFatturaPA	c_g555	3	AREA AFFARI GENERALI	AFFARI GENERALI, PERSONALE, PROTOCOLLO, URP	0859730232		servizio.amministrativo@pec.comune.pianella.pe.it	pec
Uff_eFatturaPA	c_g555	4	AREA GESTIONE DEL TERRITORIO	URBANISTICA E LAVORI PUBBLICI	0859730210		responsabile.utc@pec.comune.pianella.pe.it	pec
Uff_eFatturaPA	c_g555	5	AREA VIGILANZA	POLIZIA MUNICIPALE	0859730224		comandante.pm@pec.comune.pianella.pe.it	pec
Uff_eFatturaPA	c_g555	6	AREA GESTIONE TRIBUTI	TRIBUTI COMUNALI	0859730257		tributi@pec.comune.pianella.pe.it	pec
Uff_eFattura_AG	c_c199	1	SERVIZIO AMMINISTRATIVO	SERVIZIO AMMINISTRATIVO	0973663993	1	comune.castelluccioinferiore@pec.it	pec
Uff_eFattura_RG	c_c199	1	UFFICIO RAGIONERIA	UFFICIO RAGIONERIA	0973663993	2	ufragioneria@inwind.it	altro
Uff_eFattura_TC	c_c199	1	UFFICIO TECNICO	UFFICIO TECNICO	0973663993	3	comune.castelluccioinferiore@pec.it	pec
Uff_Elettorale	c_a747	1	ELETTORALE	pratiche uff. elettorale		www.comune.bellaria-igea-marina.rn.it	elettorale@pec.comune.bellaria-igea-marina.rn.it	pec
Uff_eOrdini_PA	ausltse	1	Servizio Ordini	Servizio Ordini NSO			ordineelettronicoausltse@postacert.toscana.it	pec
uff_Esterni	c_i667	1	tiziana mannu	gestione servizi generici	07091519211	www.comune.serrenti.ca.it	tiziana.mannu@comune.serrenti.ca.it	altro
uff_Esterni	c_i667	2	Tiziana Mannu	servizio visure e verifiche	07091519211	www.comune.serrenti.ca.it	tiziana.mannu@comune.serrenti.ca.ti	altro
Uff_Fatt	c_e191	1	Ufficio Ragioneria	Registro fatture passive - invio alla PCC	0143632821	http://www.comune.grondona.al.it/	ragioneria@comune.grondona.al.it	altro
Uff_Finanziario	c_h936	1	Servizio Finanziario	Attivita' finanziaria	012435132	http://sangiusto.canavese.it/index.php/ragioneria-ed-economato.html	ragioneria.sangiusto@per.it	pec
uff_Interni	c_i667	1	Franca Doi	gestione servizi generici	07091519243	www.comune.serrenti.ca.it	ragioneria.serrenti@tiscali.it	altro
Uff_LP01	c_e003	1	Ufficio Tecnico Lavori Pubblici	Ufficio Tecnico Lavori Pubblici e manutenzioni	032359110	www.comune.ghiffa.vb.it	responsabilelavoripubblici@comune.ghiffa.vb.it	altro
Uff_OSL_ardea	c_m213	1	FRANCESCO ZITO	COMMISSIONE ORGANO STRAORDIANRIO DI LIQUDIAZIONE	06913800204	http://www.ardea.gov.it/osl/	OSL@ARDEA.GOV.IT	altro
Uff_P	istsc_leic836009	1	BENI PATRIMONIALI	GESTIONE BENI PATRIMONIALI	0836818087		LEIC836009@ISTRUZIONE.IT	altro
Uff_P	istsc_leic836009	2	MAGAZZINO	CONTABILITA' MAGAZZINO	0836818087		LEIC836009@ISTRUZIONE.IT	altro
Uff_PCC	istsc_ssic84400p	1	Uff_PCC	Servizio di certificazione dei crediti				altro
Uff_pers	cc_bress	1	Ufficio personale	Gestione personale	0472820525	https://www.bzgeisacktal.it/system/web/formular.aspx?menuonr=221503303	info@bzgeis.org	altro
Uff_pers	cc_bress	2	Ufficio stipendi	Ufficio contabilita stipendi	0472820553	https://www.bzgeisacktal.it/system/web/abteilung.aspx?menuonr=221571798&detailonr=221509056	waltraud.rabensteiner@bzgeis.org	altro
Uff_pers	cc_bress	3	Ufficio pensioni	Ufficio calcolo pensioni e TFR	0472820523	https://www.bzgeisacktal.it/system/web/person.aspx?detailonr=221511327&menuonr=221571798	markus.ploner@bzgeis.org	altro
Uff_pers	cc_bress	4	Ufficio sorveglianza sanitaria	Ufficio sorveglianza sanitaria e riskmanagement	0472820582	https://www.bzgeisacktal.it/system/web/gemeindebetrieb.aspx?detailonr=221514919&menuonr=221528909	karin.lechner@bzgeis.org	altro
Uff_PolLoc06	c_c139	1	Polizia Locale	Comando di Polizia Locale	0331526244		polizia.municipale@comune.castellanza.va.it	altro
uff_pol_munic	c_c576	1	Aniello Spina	Polizia Municipale	0825666125	http://www.comune.cesinali.av.it	poliziamunicipale@comune.cesinali.av.it	altro
Uff_protocollo	c_b428	1	Protocollo on line	Gestione flussi documentali	093341286	www.comune.caltagirone.ct.it	protocollo.caltagirone@postecert.it	pec
UFF_RAG	c_e894	1	Servizi finanziari	Servizi finanziaria, amministrativi e tributi	017585205	ragioneria	ragioneria@comunemanta.it	altro
uff_ragioneria	c_e134	1	Ragioneria	L'Ufficio Ragioneria gestisce tutti i dati contabili dell'Ente e si occupa della predisposizione di: bilancio di previsione annuale, bilancio pluriennale e relazione previsionale e programmatica, piano esecutivo di gestione, variazioni di bilancio e prelievi dal fondo di riserva, rendiconto della gestione. Emette i mandati di pagamento e le reversali di incasso e svolge verifiche periodiche sulla gestione delle entrate e delle spese comunali. Collabora con i Responsabili di Area e di Servizio nella gestione di rispettiva competenza e con la Tesoreria Comunale nella gestione della cassa. Cura tutti gli adempimenti fiscali dell'Ente, compresi quelli inerenti il personale dipendente.	014192623		grana.at@micso.net	altro
uff_ragioneria	c_e134	2	Tributi	L'Ufficio Tributi si occupa della gestione delle entrate tributarie dell'ente.	014192623		grana.at@micso.net	altro
uff_segreteria	c_b128	1	Servizi scolastici	Iscrizione servizi mensa e scuolabus, consultazione e pagamenti relativi	0422600153	https://servizionline.hypersic.net/cmsbredadipiave/servizionline/cittadini/scuola.aspx	protocollo@comunebreda.it	altro
uff_segreteria	c_e134	1	Segreria	Redazione deliberazioni del Consiglio e della Giunta comunale, e delle determinazioni del Segretario Comunale, contratti e tenuta repertorio.	014192623		comunedigrana@micso.net	altro
UFF_SEGRETERIA	c_f666	1	DOTT.SSA CARLA BUE	SEGRETERIA PROTOCOLLO CONTRATTI	0174781306	http://www.comune.montezemolo.it	comune.montezemolo.cn@legalmail.it	pec
Uff_segr_protoco	c_l675	1	Uff_segr_protoco	Ufficio Segreteria e Protocollo		http://www.comune.varazze.sv.it/	protocollo.comune.varazze@pec.it	pec
Uff_Sett1	c_c413	1	Ufficio Protocollo	Protocollo Generale	0775622338	null	protocollo.generale@comune.ceccano.fr.it	altro
Uff_Sett2	c_c413	1	Contabilita' del Personale	Paghe, contribti, prestiti	0775622315	null	gestioneprestiti@comune.ceccano.fr.it	altro
Uff_Sett2	c_c413	2	Servizi Informatici	Informatica, sistemi e reti telematiche, CED	0775622337	null	admin@comune.ceccano.fr.it	altro
Uff_Sett2	c_c413	3	Servizio TPL	Trasforto locale, contributo locazioni, serv melomerito		null	serviziotpl@comune.ceccano.fr.it	altro
Uff_Settore2	c_a458	1	Servizio Lavori Pubblici	Gestione opere e lavori pubblici	3288666483	www.comune.arzergrande.pd.it	ufficio.tecnico@comune.arzergrande.pd.it	altro
uff_soc	c_d790	1	uff_manutenzioni	servizio manutenzioni e gestione del patrimonio	0815058258	aff	serviziomanutenzioni@comune.frattaminore.na.it	altro
Uff_StatoCivile	c_a747	1	Ufficio Stato Civile	Stato Civile		www.comune.bellaria-igea-marina.rn.it	statocivile@pec.comune.bellaria-igea-marina.rn.it	pec
uff_tecnici	c_i667	1	Alberto Atzeni	gestione servizi generici	07091519231	www.comune.serrenti.ca.it	lavpubbl.serrenti@gmail.com	altro
uff_tecnico	c_e134	1	Edilizia privata	Edilizia, urbanistica e ambiente	014192623		grana.utc@gmail.com	altro
uff_tecnico	c_c576	1	Dario Fiore	Tecnico Manutentivo	0825666125	http://www.comune.cesinali.av.it	tecnico.cesinali@asmepec.it	pec
UFF_TECNICO	c_f666	1	ING. GINO FERRARIS	UFFICIO TECNICO, EDILIZIA PUBBLICA E PRIVATA	0174781306	http://www.comune.montezemolo.cn.it	comune.montezemolo.cn@legalmail.it	pec
UFF_TECNICO	c_b376	1	Edilizia privata	ricezione pratiche edilizia privata	014175114	www.comune.calamandrana.at.it	ufficiotecnico@comunecalamandrana.it	altro
uff_tecnico	c_e134	2	Lavori Pubblici	Lavori pubblici, appalti, manutenzione, patrimonio	014192623		grana.utc@gmail.com	altro
UFF_TECNICO	c_b376	2	manutenzione patrimonio indisponibile e disponibile	manutenzione strade, aree verdi e immobili comunali	014175114	www.comune.calamandrana.at.it	ufficiotecnico@comunecalamandrana.it	altro
Uff_TecnicoLPPA	c_b841	1	Uff_TecnicoLPPA	Ufficio Tecnico LL.PP.	0173757732	http://www.comune.carru.cn.it/	responsabileufficiotecnico@comune.carru.cn.it	altro
uff_tributi	c_b128	1	S.U.A.P.	SPORTELLO UNICO PER ATTIVITA' PRODUTTIVE	0422600153	http://www.impresainungiorno.gov.it/web/treviso/comune/t/B128	protocollo.comune.bredadipiave.tv@pecveneto.it	pec
Uff_tributi	c_h002	1	Ufficio Tributi	Ufficio Tributi	0433487711	www.carnia.utifvg.it/	tributi@carnia.utifvg.it	altro
uff_tributi	c_c576	1	Sabino Matarazzo	Settore Economico Finanziario	0825666125	http://www.comune.cesinali.av.it	tributi@comune.cesinali.av.it	altro
uff_tributi	c_b128	2	Calcolo IMU - TASI	Verifica posizione tributaria, simulazione calcolo per IMU - TASI	0422600153	https://servizionline.hypersic.net/cmsbredadipiave/servizionline/cittadini/tributi.aspx	tributicommercio@comunebreda.it	altro
Uff_UffTecnico	c_c447	1	Ufficio Tecnico	Gestione Lavori Pubblici	0761451791	null	ufficio.tecnico@comune.cellere.vt.it	altro
Uff_URagioneria2	c_c447	1	Ufficio ragioneria	Gestione servizi finanziari	0761451792	null	ragioneria@comune.cellere.vt.it	altro
uff_urbanistica	c_b128	1	Unipass	Gestione pratiche edilizie in forma digitale	0422600153	https://portale.unipasspa.it	tecnico@comunebreda.it	altro
UFGS24	c_e747	1	comune di Luogosanto	ufficio tecnico	07965790		mdemuro@comuneluogosanto.it	altro
UFGS24	c_e747	2	comune di Luogosanto	ufficio ragioneria	07965790		ragioneria@comuneluogosanto.it	altro
UFGS24	c_e747	3	comune di Luogosanto	servizi sociali			vpirredda@comuneluogosanto.it	altro
UFGS24	c_e747	4	comune di Luogosanto	servizi generali	07965790		protocollo.luogosanto@pec.comunas.it	pec
UFGS24	c_e747	5	comune di Luogosanto	polizia municipale	07965790		gpischedda@comuneluogosanto.it	altro
UFJVFX	c_b460	1	Servizio 1	Segretario Comunale, protesti, procedimenti disciplinari, controlli, personale, anticorruzione	0922954003	www.comunedicamastra-ag.it	segretariocomunecamastra@virgilio.it	altro
UFJVFX	c_b460	2	servizio 2	amministrativo, affari generali, serv socio assistenziali, albo pretorio on line	0922954024	www.comunedicamastra-ag.it	paola.vermi@virgilio.it	altro
UFJVFX	c_b460	3	servizio 3	anagrafe,statocivile,leva,sport turismo spettacolo	0922954030	www.comunedicamastra-ag.it	epifaniacimino@virgilio.it	altro
UFJVFX	c_b460	4	Servizio 4	elettorale	0922954026	www.comunedicamastra-ag.it	elettorale.camastra@libero.it	altro
UFJVFX	c_b460	5	Servizio 5	commercio, artigianato,agricoltura. vitivinicolo, SUAP	0922954013	www.comunedicamastra-ag.it	peppegaglio@alice.it	altro
UFJVFX	c_b460	6	Servizio 6	Bilancio,contabilita,rendiconti, contenziosi, tributi	0922954016	www.comunedicamastra-ag.it	ragioneria.camastra@libero.it	altro
UFJVFX	c_b460	7	Servizio 7	paghe,contabilita del personale, finanziamenti LL.PP. , rapporti con istituti bancari DD.PP.	0922954008	www.comunedicamastra-ag.it	ragioneria.camastra@libero.it	altro
UFJVFX	c_b460	8	Servizio 8	Economato, beni inventariati, archivio comunale, provveditorato, TOSAP	0922954007	www.comunedicamastra-ag.it	giuseppeprovenzani63@gmail.com	altro
UFJVFX	c_b460	9	Servizio 9	Patrimonio immobiliare, LL.PP. , urbanistica, gare, violazione edilizia, espropri, concessioni edilizie, Cimitero ,scuole	0922954009	www.comunedicamastra-ag.it	giuseppebrunco1@virgilio.it	altro
UFJVFX	c_b460	10	Servizio 10	Polizia Municipale, Biblioteca comunale	0922954033	www.comunedicamastra-ag.it		altro
UFJVFX	c_b460	11	Servizio 11	Verde pubblico,Ambiente e territorio, rifiuti solidi urbani , rete fognaria, rete idrica, disinfestazione, protezione civile, manutenzione , Operai ESA, impianti sportivi	0922954032	www.comunedicamastra-ag.it	nicosta.nc@gmail.com	altro
UFJVFX	c_b460	12	Servizio 12	Rete illuminazione pubblica - Sanatoria - Strade	0922954006	www.comunedicamastra-ag.it	comcam02@libero.it	altro
UFZXO2	c_h572	1	affari generali	raccolta documentazione di carattere generale	0981913341	www.comune.rosetocapospulico.cs.it	rag.roseto@libero.it	altro
UFZXO4	c_h572	1	lavori pubblici	documentazione riguardante lavori pubblici	0981913341	www.comune.rosetocapospulico.cs.it	tecnico.comunerosetocs@asmepec.it	pec
UI	aoucpg23	1	Nodo Smistamento Ordini	Nodo Smistamento Ordini	0805592181		nso.auocpbari@pec.rupar.puglia.it	pec
UL	c_f004	1	Servizio1	Lavori Pubblici  Manutenzioni  Espropri  Sicurezza sul lavoro	0957709120		lavoripubblici@pec.comune.mascali.ct.it	pec
UnioneBR	C_D121	1	Unione Bassa Romagna	Sono stati conferiti all'Unione Bassa Romagna i servizi: Informatica (Settore Innovazione Tecnologica) - Personale (Settore Organizzazione Risorse Umane) - Ragioneria (Settore Ragioneria) - Tributi (Settore Entrate Comunali) - Territorio (Servizio di Piano - Servizio Edilizia - Servizio Sismica e Progettazioni - Servizio Ambiente - Servizio Promozione Turistica - Servizio Sportello Unico per le Attivita' Produttive SUAP) - Servizi Sociali (Settore Servizi Sociali e Socio Sanitari) - Istruzione e Scuola (Settore Servizi Educativi) - Polizia Locale (Comando di Polizia Municipale della Bassa Romagna)	0545299111	http://www.labassaromagna.it/	segreteria@unione.labassaromagna.it	altro
UO-001	c_b991	1	Anagrafe	Gestione anagrafe comunale				altro
UO-001	c_f015	1	Anagrafe	Gestione degli adempimenti amministrativi relativi alle registrazioni anagrafiche	0131799131		demografico@comune.masio.al.it	altro
UO-001	c_b991	2	Stato civile	Gestione servizio Stato Civile comunale				altro
UO-001	c_f015	2	Elettorale	L'Ufficio elettorale aggiorna e detiene le liste elettorali, opera la revisione delle sezioni elettorali, aggiorna i registri degli elettori residenti. Provvede inoltre a tutte le operazioni inerenti la gestione delle operazioni elettorali (elezioni amministrative, politiche e referendum).	0131799131		demografico@comune.masio.al.it	altro
UO-001	c_b991	3	Elettorale	Gestrione servizio Elettorale				altro
UO-001	c_f015	3	Leva	Formazione e aggiornamento delle liste di leva, tenuta e aggiornamento dei ruoli matricolari, registrazione, firma e rilascio dei congedi.	0131799131		demografico@comune.masio.al.it	altro
UO-001	c_f015	4	Protocollo	Gestione del protocollo comunale	0131799131		demografico@comune.masio.al.it	altro
UO-001	c_b991	4	Leva	Gestrione servizio leva militare				altro
UO-001	c_b991	5	Ammistrativo	Anagrafe canina, pubblica affissione, statistica				altro
UO-001	c_f015	5	Statistica	Gestione delle obbligatorie funzioni istituzionali per tutte le attivita' che rientrano nell'ambito del Sistema Statistico Nazionale	0131799131		demografico@comune.masio.al.it	altro
UO-001	c_f015	6	Stato Civile	Gestione degli adempimenti amministrativi relativi alle registrazioni di stato civile	0131799131		demografico@comune.masio.al.it	altro
UO-002	c_f015	1	Ragioneria	L'Ufficio Ragioneria gestisce tutti i dati contabili dell'Ente e si occupa della predisposizione di: bilancio di previsione annuale, bilancio pluriennale e relazione previsionale e programmatica, piano esecutivo di gestione, variazioni di bilancio e prelievi dal fondo di riserva, rendiconto della gestione. Emette i mandati di pagamento e le reversali di incasso e svolge verifiche periodiche sulla gestione delle entrate e delle spese comunali. Collabora con i Responsabili di Area e di Servizio nella gestione di rispettiva competenza e con la Tesoreria Comunale nella gestione della cassa. Cura tutti gli adempimenti fiscali dell'Ente, compresi quelli inerenti il personale dipendente.	0131799131		ragioneria@comune.masio.al.it	altro
UO-002	c_b991	1	Tributi	Gestione servizio tributi: ICI, TARSU, TOSAP				altro
UO-002	c_b991	2	Ragioneria e Contabilita'	Gestione servizio ragioneria e contabilita' comunale				altro
UO-002	c_f015	2	Tributi	L'Ufficio Tributi si occupa della gestione delle entrate tributarie dell'ente.	0131799131		ragioneria@comune.masio.al.it	altro
UO-002	c_b991	3	Contratti	Gestione contratti del Comune				altro
UO-002	c_b991	4	Economato	Gestione servizio economato				altro
UO-003	c_b991	1	Edilizia Pubblica e Privata	Gestione pratiche DIA, SCIA e permessi				altro
UO-004	c_b991	1	Segreteria Generale	Protocollo generale del Comune, delibere di Giunta e Consiglio, determine				altro
UO-005	c_f015	1	Lavori Pubblici e Patrimonio	L'Ufficio svolge direttamente o tramite tecnici esterni su tematiche specialistiche, tutte le attivita' connesse alla progettazione e direzione lavori di interventi da eseguire con le modalita' dell'economia, eseguendo le opere per quanto possibile mediante proprio personale operaio e, ove necessario, mediante imprese esterne. Cura la gestione e manutenzione immobili comunali, la manutenzione degli arredi di proprieta' dell'Amministrazione comunale, la manutenzione ordinaria e straordinaria degli edifici e relativi impianti tecnologici di proprieta' comunale e controllo degli interventi di manutenzione affidati a ditte esterne con contratti di appalto.	0131799131		tecnico@comune.masio.al.it	altro
UO003	c_e716	1	Albo Pretorio on-line	il servizio di Albo Pretorio Informatizzato, offerto attraverso la Rete Civica del Comune di Lucera, risponde alle nuove esigenze 	0881541211	http://www.comune.lucera.fg.it/e_gov_albo_pretorio.asp	segreteria@comune.lucera.fg.it	altro
UO01-CCIAA_FG	cciaa_fg	1	Ufficio statistica	Attivita': Indagini statistiche su fenomeni economici e sociali non rientranti nell'ambito del SISTAN - Ufficio Provinciale di Censimento - Rilascio certificati indici ISTAT - Informazioni economico-statistiche.	0881797243		statistica@fg.camcom.it	altro
UO02-CCIAA_FG	cciaa_fg	1	Ditte individuali	Ditte individuali	0881797260		ri.ditteindividuali@fg.camcom.it	altro
UO02-CCIAA_FG	cciaa_fg	2	Societa'	Societa'	0881797243		ri.societa@fg.camcom.it	altro
UO02-CCIAA_FG	cciaa_fg	3	Bilanci	Bilanci	0881797249		ri.bilanci@fg.camcom.it	altro
UO02-CCIAA_FG	cciaa_fg	4	Telemaco	Rilascio e rinnovo dispositivi di firma digitale - Carta Nazionale dei Servizi e Busineess Key	0881797228		ri.telemaco@fg.camcom.it	altro
UO02-CCIAA_FG	cciaa_fg	5	Sanzioni	Sanzioni per omesso rispetto termini di presentazione denunce, di deposito bilanci e atti e di convocazione organi.	0881797276		ri.sanzioni@fg.camcom.it	altro
UO02-CCIAA_FG	cciaa_fg	6	Procedure concorsuali e rifiuti	Predisposizione provvedimenti di rifiuto - Procedure concorsuali.	0881797335		ri.rifiuti@fg.camcom.it	altro
UO02-CCIAA_FG	cciaa_fg	7	Attivita' regolamentate, ruoli, registri e licenze	Attivita' regolamentate, ruoli, registri e licenze	0881797267		albi.ruoli@fg.camcom.it	altro
UO04-CCIAA_FG	cciaa_fg	1	Ufficio giustizia alternativa	Segreteria camera arbitrale e servizio di conciliazione - Sportello al consumatore - Rilevazione clausole inique - Usi e consuetudini locali - Controllo concorsi e operazioni a premio - Procedimenti sanzionatori per violazioni amministrative.	0881797217		depenalizzazione@fg.camcom.it	altro
UO04-CCIAA_FG	cciaa_fg	2	Ufficio metrico	Gestione elenco utenti metrici - Verifica degli strumenti di peso e misura - Gestione registro fabbricanti metrici - Gestione assegnatari marchi metalli preziosi - Saggio dei metalli preziosi - Istruttoria autorizzazione montaggio e/o riparazione cronotachigrafi - Istruttoria rilascio carte tachigrafiche.	0881797280		metrico@fg.camcom.it	altro
UO04-CCIAA_FG	cciaa_fg	3	Ufficio proprieta' industriale	Verbalizzazione depositi brevetti, marchi e modelli - Gestione banca dati in materia di proprieta' industriale.	0881797202		brevetti@fg.camcom.it	altro
UO04-CCIAA_FG	cciaa_fg	4	Ufficio organismo di certificazione	Segreteria tecnica dell'Organismo di certificazione e controllo dei prodotti a marchio registrato, dei prodotti a marchio regolamentato e dei vini a denominazione di origine.	0881797279			altro
UO04-CCIAA_FG	cciaa_fg	5	Ufficio albi ed elenchi prodotti certificati	Albo vigneti e vini d.o. - Gestione commissione di degustazione - Elenco dei tecnici ed esperti degustatori - Imbottigliatori vini - Istruttoria pratiche iscrizione elenco tecnici ed esperti degli oli di oliva extravergini e vergini.	0881797284		agricoltura@fg.camcom.it	altro
UO04-CCIAA_FG	cciaa_fg	6	Ufficio protesti	Registro informatico dei protesti.	0881797204		protesti@fg.camcom.it	altro
UO04-CCIAA_FG	cciaa_fg	7	Ufficio prezzi	Redazione e pubblicazione listino prezzi - Rilevazione e certificazione prezzi e tariffe - Borsa merci - Borsa merci telematica italiana - Deposito listini e tariffari - Compilazione medie mensili ed annuali	0881797277		prezzi@fg.camcom.it	altro
UO04-CCIAA_FG	cciaa_fg	8	Ufficio ambiente	Modelli in materia ambientale (M.U.D.) - SISTRI - Registro produttori apparecchiature elettriche ed elettroniche (RAEE) - Registro pile ed accumulatori	0881797346			altro
UO07-CCIAA_FG	cciaa_fg	1	Ufficio affari generali	Istruttoria affari generali - Supporto operativo funzionamento Giunta e Consiglio - Raccolta deliberazioni e verbali.	0881797226		affari.generali@fg.camcom.it	altro
UO07-CCIAA_FG	cciaa_fg	2	Ufficio personale	Trattamento giuridico e contrattuale del personale - Collocamento a riposo - Gestione del contenzioso del lavoro e dei procedimenti disciplinari - Procedure di acquisizione e di sviluppo professionale del personale - Supporto contrattazione decentrata e relazioni sindacali - Tenuta fascicoli del personale.	0881797281		personale@fg.camcom.it	altro
UO07-CCIAA_FG	cciaa_fg	3	Ufficio gestione flussi documentali	Selezione, protocollazione, distribuzione e spedizione posta - Gestione del sistema di protocollazione informatica.	0881797348		protocollo@fg.camcom.it	altro
UO07-CCIAA_FG	cciaa_fg	4	Ufficio per le relazioni con il pubblico	Diritto di partecipazione e accesso ai documenti amministrativi - Informazioni di carattere generale su struttura organizzativa, sui responsabili dei procedimenti e su atti e stato dei procedimenti - Rilevazione del grado di soddisfazione degli utenti - Gestione dei reclami, dei suggerimenti e delle proposte di miglioramento - Carta dei servizi.	0881797348		urp@fg.camcom.it	altro
UO08-CCIAA_FG	cciaa_fg	1	Ufficio ragioneria e contabilita'	Predisposizione bilanci di previsione - Contabilita' finanziaria ed economica - Assistenza al Collegio dei Revisori - Liquidazione gettoni, missioni, rimborsi, emolumenti ed indennita' a soggetti terzi - Trattamento economico del personale - Gestione indennita' di anzianita'.	0881797214		ragioneria@fg.camcom.it	altro
UO08-CCIAA_FG	cciaa_fg	2	Ufficio diritto annuale	Adempimenti amministrativi e contabili, gestione riscossione ordinaria - Emissione cartelle - Gestione del dopo ruolo esattoriale - Istruttoria istanze di rimborso diritto annuale.	0881797242		diritto.annuale@fg.camcom.it	altro
UO09-CCIAA_FG	cciaa_fg	1	Ufficio gestione acquisti e patrimonio	Procedure di acquisizione di beni e servizi - Gestione patrimoniale: inventario e manutenzione beni	0881797342		provveditorato@fg.camcom.it	altro
UO09-CCIAA_FG	cciaa_fg	2	Ufficio gestione cassa e registri - Servizi generali	Servizio di cassa agli uffici- Emissione fatture di vendita - Conservazione e distribuzione valori, pubblicazioni, stampati, cancelleria e materiali - Rendicontazione mensile minute spese - Gestione c.c.p. dell'Ente	0881797323		provveditorato@fg.camcom.it	altro
UO1-01-CCIAA_RE	cciaa_re	1	Relazioni Esterne	Comunicazione e relazioni esterne	0522796280	www.re.camcom.gov.it	renata.montanari@re.camcom.it	altro
UO1-01-CCIAA_RE	cciaa_re	2	E-Government	Firma digitale, protocollo informatico e carte crono	0522796352	www.re.camcom.gov.it	laura.manzini@re.camcom.it	altro
UO1-01-CCIAA_RE	cciaa_re	3	Tutela della Proprieta' Intellettuale	marchi e brevetti	0522796268	www.re.camcom.gov.it	barbara.preti@re.camcom.it	altro
UO1-02-CCIAA_RE	cciaa_re	1	Registro delle Imprese e SCIA	registro imprese	0522796203	www.re.camcom.gov.it	laura.taglini@re.camcom.it	altro
UO1-02-CCIAA_RE	cciaa_re	2	Artigianato	albo artigiani	0522796223	www.re.camcom.gov.it	antonella.bordini@re.camcom.it	altro
UO1-03-CCIAA_BZ	cciaa_bz	1	Mediazione	Mediazione civile e commerciale ai sensi del D.lgs. n. 28 del 04.03.2010	0471945561	http://www.camcom.bz.it/it/servizi/giustizia-alternativa/mediazione	adr@bz.legalmail.camcom.it	pec
UO1-03-CCIAA_BZ	cciaa_bz	2	Camera arbitrale	Alternativa rapida ed economica ai procedimenti giudiziari	0471945605	http://www.camcom.bz.it/it/servizi/giustizia-alternativa/camera-arbitrale	arbitration@bz.legalmail.camcom.it	pec
UO1-03-CCIAA_BZ	cciaa_bz	3	OCC	Organismo di composizione della crisi da sovraindebitamento	0471945562	http://www.camcom.bz.it/it/servizi/giustizia-alternativa/organismo-di-composizione-della-crisi-da-sovraindebitamento	adr@bz.legalmail.camcom.it	pec
UO1-03-CCIAA_BZ	cciaa_bz	4	ADR-Consumer	Conciliazione controversie di consumo	0471945561	http://www.camcom.bz.it/it/servizi/giustizia-alternativa/adr-consumer	adr@bz.legalmail.camcom.it	pec
UO1-04-CCIAA_RE	cciaa_re	1	Metrico	ufficio metrico	0522508547	www.re.camcom.gov.it	rita.penna@re.camcom.it	altro
UO1-04-CCIAA_RE	cciaa_re	2	Giustizia alternativa	conciliazione e arbitrato	0522796355	www.re.camcom.gov.it	carla.menozzi@re.camcom.it	altro
UO1-04-CCIAA_RE	cciaa_re	3	Sorveglianza Prodotti	sorveglianza prodotti	0522796210	www.re.camcom.gov.it	anita.giroldi@re.camcom.it	altro
UO1-05-CCIAA_RE	cciaa_re	1	Affari Generali	ufficio legale e sanzioni	0522796255	www.re.camcom.gov.it	alberto.vecchi@re.camcom.it	altro
UO1-05-CCIAA_RE	cciaa_re	2	Risorse Umane	gestione personale	0522796255	www.re.camcom.gov.it	alberto.vecchi@re.camcom.it	altro
UO103	c_i281	1	UFFICIO ELETTORALE	UFFICIO ELETTORALE	082723094	elettorale.santangelodeilombardi@asmepec.it	elettorale.santangelodeilombardi@asmepec.it	pec
UO3	c_e148	1	SEGNALAZIONI	servizio per segnalazioni relative al territorio - guasti Pubblica Illuminazione - strade - verde pubblico	0323843421	http://www.comune.grassobbio.bg.it/servizi/segnalazioni/segnalazioni_fase03.aspx	protocollo@grassobbio.eu	altro
